,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week,Panel Respondent,week1,week2,full_sample,close_interactions,any_close_interactions,ever_in_group,someone_working,race
63,64,2020-03-29,No,,0.42731499999999994,Fair,59,Female,1.0,None,5.0,5.0,No,,2.0,No,Yes,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,1.0,0.0,Black
64,65,2020-03-29,Yes,Yes,1.05673,Very Good,49,Female,4.0,One,4.0,4.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,4.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,ORANGE,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
65,66,2020-03-29,Yes,Yes,0.472926,Good,56,Male,1.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,GASTON,False,week1,,True,False,1,,,,,White
66,67,2020-03-29,Yes,Yes,1.20218,Good,54,Female,3.0,One,0.0,,Yes,No,0.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Black
67,68,2020-03-29,Yes,Yes,0.504467,Good,59,Female,4.0,None,2.0,2.0,No,,1.0,Yes,No,No,No,,,,,,,,,,,0,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,RANDOLPH,False,week1,,True,False,1,0.0,0.0,1.0,0.0,White
68,69,2020-03-29,Yes,Yes,1.21202,Poor,43,Female,4.0,None,0.0,,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,567.0,1.0,4.0,Other / Unaffiliated,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,POLK,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
69,70,2020-03-29,Yes,Yes,1.37884,Very Good,39,Female,4.0,Two,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,No,Black,IVR,Black,550.0,5.0,3.0,Democrat,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,PENDER,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Black
70,71,2020-03-29,Yes,Yes,1.3315299999999999,Good,49,Male,3.0,None,0.0,,Yes,,0.0,Yes,Yes,No,No,No,8.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,Yes,,Yes,Other,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Other
71,72,2020-03-29,Yes,Yes,1.20218,Good,55,Female,4.0,None,4.0,4.0,Yes,,0.0,Yes,9,9,9,9,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,Another race,No,Other,IVR,Caucasian,560.0,1.0,4.0,Republican,,3.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,HARNETT,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Other
72,73,2020-03-29,No,,3.1555400000000002,Very Good,34,Female,5.0,Three or more,1.0,1.0,No,No,1.0,No,No,No,No,No,8.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,1.0,0.0,White
73,74,2020-03-29,No,,1.51363,Fair,45,Male,4.0,Two,0.0,,No,No,0.0,Yes,No,,,,5.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,Asian,No,Other,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Other
74,75,2020-03-29,Yes,Yes,0.405882,Very Good,59,Female,2.0,None,3.0,3.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,545.0,2.0,5.0,Other / Unaffiliated,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,CRAVEN,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
75,76,2020-03-29,Yes,Yes,0.4269850000000001,Good,59,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,4.0,Democrat,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,MECKLENBURG,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
76,77,2020-03-29,Yes,Yes,1.41924,Good,55,Female,1.0,None,3.0,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,4.0,5.0,Other / Unaffiliated,,4.0,2.0,2.0,4.0,4.0,2.0,,4.0,,,,,3.0,1.0,2.0,1.0,GUILFORD,False,week1,,True,False,1,,,,,White
77,78,2020-03-29,Yes,Yes,1.05673,Very Good,46,Female,9.0,Three or more,9.0,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Republican,,,4.0,,5.0,,,,,,,,,,2.0,5.0,1.0,JOHNSTON,False,week1,,True,False,1,,,,,White
78,79,2020-03-29,No,,1.7883099999999998,Poor,57,Male,2.0,None,1.0,1.0,No,,2.0,Yes,Yes,Yes,Yes,Yes,5.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,Asian,Yes,Other,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,1.0,0.0,Other
79,80,2020-03-29,Yes,No,1.12164,Very Good,33,Female,4.0,Two,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,4.0,,Other / Unaffiliated,,3.0,3.0,2.0,2.0,3.0,3.0,,4.0,,,,,4.0,1.0,3.0,1.0,,False,week1,,True,False,1,,,,,White
80,81,2020-03-29,Yes,Yes,0.5587449999999999,Very Good,59,Male,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,FORSYTH,False,week1,,True,False,1,,,,,White
81,82,2020-03-29,Yes,Yes,0.37561500000000003,Good,58,Female,2.0,None,1.0,1.0,Yes,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,2.0,5.0,Other / Unaffiliated,3.0,2.0,5.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,PERSON,True,week1,,True,False,1,0.0,0.0,1.0,1.0,White
82,83,2020-03-29,Yes,Yes,1.3305,Very Good,55,Male,4.0,One,0.0,,No,Yes,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,4.0,5.0,Other / Unaffiliated,,3.0,2.0,2.0,5.0,3.0,2.0,,4.0,,,,,3.0,2.0,2.0,1.0,MECKLENBURG,False,week1,,True,False,1,0.0,0.0,,0.0,White
83,84,2020-03-29,Yes,Yes,1.26475,Very Good,51,Male,5.0,Two,9.0,9.0,Yes,Yes,0.0,Yes,No,No,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,545.0,4.0,5.0,Other / Unaffiliated,,3.0,4.0,2.0,4.0,3.0,3.0,,4.0,,,,,4.0,1.0,1.0,1.0,PITT,True,week1,,True,False,1,,,0.0,1.0,White
84,85,2020-03-29,Yes,Yes,0.37561500000000003,Good,58,Female,2.0,None,5.0,5.0,Yes,,6.0,No,No,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,1.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,MOORE,True,week1,,True,False,1,0.0,0.0,1.0,1.0,White
85,86,2020-03-29,Yes,Yes,1.41924,Fair,46,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,1.0,5.0,Other / Unaffiliated,2.0,2.0,3.0,2.0,4.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,WILKES,False,week1,,True,False,1,,,,,White
86,87,2020-03-29,Yes,Yes,0.449553,Good,58,Male,3.0,One,6.0,2.0,Yes,No,1.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,,,3.0,,3.0,,,,,,,,,,2.0,5.0,1.0,MCDOWELL,True,week1,,True,False,1,4.0,1.0,1.0,1.0,White
87,88,2020-03-29,Yes,Yes,3.97305,Good,38,Male,2.0,None,5.0,5.0,No,,0.0,No,No,No,No,Yes,6.0,Yes,No,Yes,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,,3.0,2.0,2.0,4.0,3.0,3.0,,4.0,,,,,3.0,1.0,1.0,1.0,ALEXANDER,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
88,89,2020-03-29,Yes,Yes,0.504467,Poor,54,Female,3.0,None,2.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,3.0,5.0,Other / Unaffiliated,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,CASWELL,True,week1,,True,False,1,2.0,1.0,0.0,0.0,White
89,90,2020-03-29,Yes,Yes,0.37561500000000003,Good,52,Female,2.0,None,0.0,,No,,0.0,Yes,,,,Yes,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
90,91,2020-03-29,Yes,Yes,3.58987,Good,33,Female,6.0,Two,6.0,6.0,Yes,No,1.0,Yes,No,No,No,No,9.0,Yes,Unsure,Unsure,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,HOKE,True,week1,,True,False,1,0.0,0.0,1.0,1.0,Black
91,92,2020-03-29,Yes,Yes,1.26475,Good,57,Male,2.0,None,0.0,,No,,0.0,No,Yes,No,No,Yes,6.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,MACON,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
92,93,2020-03-29,Yes,Yes,1.29906,Good,55,Female,3.0,None,9.0,9.0,No,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,IVR,Black,545.0,5.0,5.0,Democrat,5.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,BERTIE,True,week1,,True,False,1,,,1.0,0.0,Black
93,94,2020-03-29,Yes,Yes,0.37561500000000003,Good,58,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,FRANKLIN,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
94,95,2020-03-29,Yes,Yes,0.37561500000000003,Very Good,58,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,HOKE,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
95,96,2020-03-29,Yes,Yes,1.14188,Good,55,Female,3.0,None,3.0,1.0,Yes,,0.0,Yes,Yes,,,,0.0,Yes,Yes,Yes,Most are underestimating the risks,Small changes,Yes,No,White,0,White,IVR,Caucasian,550.0,1.0,5.0,Republican,3.0,2.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,PENDER,True,week1,,True,False,1,2.0,1.0,0.0,1.0,White
96,97,2020-03-29,Yes,Yes,1.61459,Very Good,57,Female,,,,,,0,,,,,,,,,,,,,,,,0,Other,IVR,Other,518.0,5.0,5.0,Democrat,3.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,GUILFORD,False,week1,,True,False,1,,,,,Other
97,98,2020-03-29,Yes,Yes,1.51363,Good,54,Male,4.0,One,3.0,3.0,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,Asian,0,Other,IVR,Other,517.0,4.0,5.0,Other / Unaffiliated,3.0,4.0,1.0,3.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,1.0,IREDELL,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Other
98,99,2020-03-29,No,,1.21202,Fair,44,Female,5.0,None,9.0,0.0,Yes,,0.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,No,Most are overreacting to the actual risks,No real changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,,,0.0,1.0,White
99,100,2020-03-29,Yes,Yes,3.5871,Poor,44,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,MECKLENBURG,False,week1,,True,False,1,,,,,White
100,101,2020-03-29,Yes,Yes,1.20218,Very Good,53,Female,4.0,Two,9.0,4.0,Yes,Yes,0.0,Yes,No,No,No,Yes,4.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Other / Unaffiliated,,4.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,,,4.0,2.0,1.0,1.0,CUMBERLAND,True,week1,,True,False,1,,,0.0,1.0,Black
101,102,2020-03-29,Yes,Yes,0.449553,Very Good,53,Male,2.0,None,2.0,2.0,Yes,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,550.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,BRUNSWICK,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
102,103,2020-03-29,Yes,Yes,3.7767,Good,40,Male,4.0,Two,3.0,3.0,Yes,No,0.0,Yes,No,No,No,Yes,4.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,No,White,IVR,Caucasian,567.0,4.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,MCDOWELL,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
103,104,2020-03-29,Yes,Yes,3.1555400000000002,Very Good,40,Female,5.0,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,4.0,5.0,1.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,WILSON,False,week1,,True,False,1,,,,,White
104,105,2020-03-29,Yes,Yes,1.20218,Poor,55,Female,9.0,None,0.0,,Yes,,0.0,No,No,No,No,No,8.0,Yes,Yes,Yes,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,CUMBERLAND,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Black
105,106,2020-03-29,Yes,Yes,1.05673,Good,52,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,4.0,5.0,Democrat,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,HARNETT,False,week1,,True,False,1,,,,,White
106,107,0000-00-00,Yes,Yes,1.3666,Fair,47,Female,1.0,None,9.0,9.0,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,Black,Yes,Black,IVR,Black,517.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,MECKLENBURG,True,week1,,True,False,1,,,0.0,0.0,Black
107,108,0000-00-00,Yes,Yes,0.46174899999999997,Fair,63,Female,1.0,None,1.0,1.0,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,544.0,5.0,5.0,Democrat,4.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,HERTFORD,False,week1,,True,False,1,0.0,0.0,,,Black
108,109,0000-00-00,Yes,Yes,3.5871,Very Good,35,Female,4.0,Two,3.0,3.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,CATAWBA,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
109,110,0000-00-00,No,,0.9620209999999999,Fair,70,Male,1.0,None,4.0,4.0,No,,2.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,0,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,1.0,0.0,Black
110,111,2020-03-30,Yes,Yes,0.706546,5,87,Female,2.0,None,1.0,1.0,No,,1.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,WAKE,True,week1,,True,False,1,0.0,0.0,1.0,0.0,White
111,112,2020-03-30,Yes,Yes,0.251141,Good,76,Female,2.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,JOHNSTON,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
112,113,2020-03-30,Yes,Yes,0.803175,Good,80,Female,9.0,None,9.0,0.0,No,,3.0,No,Yes,Yes,Yes,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,,Yes,White,IVR,Caucasian,517.0,5.0,3.0,Democrat,3.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,GASTON,True,week1,,True,False,1,,,1.0,0.0,White
113,114,2020-03-30,Yes,Yes,0.405882,Good,45,Female,3.0,One,2.0,2.0,No,No,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,4.0,Republican,,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,,,,,3.0,1.0,4.0,1.0,RUTHERFORD,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
114,115,2020-03-30,Yes,Yes,0.7634810000000001,Good,72,Female,2.0,None,1.0,1.0,No,,9.0,No,Yes,No,No,No,8.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,2.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,RUTHERFORD,True,week1,,True,False,1,0.0,0.0,1.0,0.0,White
115,116,2020-03-30,Yes,Yes,4.0808300000000015,Very Good,41,Female,3.0,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,1.0,5.0,Republican,3.0,2.0,5.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,UNION,False,week1,,True,False,1,,,,,Black
116,117,2020-03-30,Yes,No,0.324783,Very Good,76,Female,2.0,None,2.0,2.0,No,,1.0,No,,,,,,,,,,,,,,0,Other,IVR,Other,517.0,4.0,,Other / Unaffiliated,,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,,,,,2.0,1.0,3.0,4.0,,False,week1,,True,False,1,0.0,0.0,1.0,0.0,Other
117,118,2020-03-30,Yes,Yes,0.308732,Good,76,Female,6.0,Two,2.0,2.0,No,No,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,Black,550.0,5.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,NEW HANOVER,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Black
118,119,2020-03-30,Yes,Yes,0.337294,Very Good,76,Female,4.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,STOKES,False,week1,,True,False,1,,,,,White
119,120,2020-03-30,Yes,Yes,0.285488,Good,75,Female,3.0,None,9.0,9.0,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,ALEXANDER,True,week1,,True,False,1,,,0.0,0.0,White
120,121,2020-03-30,Yes,Yes,0.285709,Good,77,Female,2.0,None,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,WAKE,False,week1,,True,False,1,,,,,Black
121,122,2020-03-30,Yes,Yes,0.889592,Good,81,Male,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,5.0,5.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,WATAUGA,False,week1,,True,False,1,,,,,White
122,123,2020-03-30,No,,0.373585,Good,80,Male,2.0,None,5.0,5.0,No,,0.0,Yes,No,No,No,No,8.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
123,124,2020-03-30,Yes,Yes,0.285488,Good,76,Female,1.0,None,1.0,1.0,No,,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,IREDELL,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
124,125,2020-03-30,Yes,Yes,1.20125,Good,59,Female,2.0,None,1.0,1.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,AVERY,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
