uniqueID	Date	real_match	registered_voter	weight	q1	age	sex	q4	q5	q6	q7	q8	q9	q10	q11a	q11b	q11c	q11d	q11e	q12	q13	q14	q15	q16	q17	q18	latino	race	q21	race_combine	q4_rollup	q5_rollup	q6_rollup	q7_rollup	q10_rollup	q12_rollup	surveyMode	panel_respondent	filerace	dma	clarityparty	clarityturnout	partyfile	tax_score	choice_score	church_score	enviro_score	college_score	guncontrol_score	gunowner_score	progressive_gunowner_score	tv_cable	tv_satellite	tv_broadcast	cellphone_score	commercial_party	marijuana_score	low_tv	trump_approve_score	retired_score	county_name
5484	2020-04-19	1	1	0.442944	3	73	1	3	9	2	2	1		0	1	2	2	2	2	9	1	2	2	2	3	2	2	1	2	1	2	9	2	2	1	4	IVR	2	1	567	4	5	3	2	2	4	2	1	3	5	3	2	3	1	1	5	2	1	1	5	MITCHELL
2203	2020-04-19	1	1	0.54757	3	71	1	2	9	9	1	2		0	1	2	2	2	2	9	1	2	2	2	1	2	2	1	0	1	2	9	4	2	1	4	IVR	1	1	560	5	5	1	3	4	2	2	2	4	3	2	4	1	1	1	5	4	1	1	4	DURHAM
5485	2020-04-19	1	1	0.669297	4	56	1	3	9	2	2	2		0	1	2	2	2	2	8	1	2	2	2	1	1	2	1	0	1	2	9	2	2	1	4	IVR	2	1	560	1	5	3	3	2	4	1	5	2	3	1	4	2	1	1	1	2	2	5	1	WAKE
5486	2020-04-19	1	1	3.18294	3	41	2	4	2	3	3	1	1	0	2	2	2	2	2	5	1	2	2	3	1	2	2	1	1	1	3	2	2	2	1	3	IVR	2	1	517	5	2	1	3	3	2	3	3	2	3	1	3	2	1	2	5	4	2	2	1	CALDWELL
3461	2020-04-19	1	1	0.671699	1	83	2	2	9	3	3	2		0	1					6	1	2	9	1	1	2	2	1	1	1	2	9	2	2	1	3	IVR	1	1	560	1	5	2	3	2	4	1	3	1	5	1	3	2	1	1	2	1	1	4	5	WAKE
5487	2020-04-19	1	1	0.669297	3	58	1	3	9	0		1		0	1	2	2	2	1	9	1	2	9	2	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	560	2	5	3	3	3	1	2	2	1	5	1	1	3	1	1	1	4	1	3	1	JOHNSTON
5488	2020-04-19	1	1	0.543355	1	78	2	2	9	6	6	2		0	1			6	2	4	1	2	2	2	1	2	2	1	2	1	2	9	3	3	1	3	IVR	2	1	567	1	5	2	3	2	2	1	2	1	4	1	2	3	1	2	2	2	1	5	5	MACON
5489	2020-04-19	1	1	0.653434	3	70	2	2	9	2	0	1		0	1	1	2	3		8	1	2	2	1	1	2	2	2	2	2	2	9	2	1	1	4	IVR	2	1	560	2	4	3	2	3	2	1	2	1	3	1	3	2	1	2	4	4	1	3	3	DURHAM
5490	2020-04-19	2		1.37675	4	35	2	5	2	3	3	2	2	1	2	2	2	2	2	9	1	2	9	1	1	1	2	9	2	9	3	2	2	2	2	4	IVR	2																							
5491	2020-04-19	1	1	0.541411	4	60	1	3	9	0		2		0	2	2	2	2	2	9	1	2	9	2	1	1	2	1	2	1	2	9	1		1	4	IVR	2	1	567	5	5	1	4	2	4	1	5	1	5	1	2	3	1	1	5	2	2	2	2	YANCEY
5492	2020-04-19	1	1	0.558136	2	69	1	3	1	5	1	1	1	0	2	2	2	2	2	9	2	2	2	1	2	2	2	2	2	2	2	1	3	2	1	4	IVR	2	2	517	5	5	1	3	3	4	3	2	4	4	3	2	3	1	1	5	4	1	1	4	BURKE
5493	2020-04-19	1	2	0.206359	2	77	1	1	2	1	1	3																	0	1	2	2	2	2			IVR	2	1	567	4		3		2	3	2	3	3	3	2	3	2	1	1	2	2	1	3	4	
2442	2020-04-19	2		0.543355	3	79	2	1	9	1	1	2		1	2	2	2	2	1	6	1	2	2	2	1	2	2	1	1	1	2	9	2	2	2	3	IVR	1																							
5494	2020-04-19	1	1	0.526689	2	63	1	3	9	5	9	1		9	2	2	2	1	2	9	1	2	2	1	3	1	2	2	2	2	2	9	3	4	4	4	IVR	2	2	544	5	5	1	3	3	3	2	2	4	2	1	5	1	1	1	5	4	1	1	3	PASQUOTANK
4392	2020-04-19	1	1	0.248165	4	82	1	2	9	0		2		0	2	2	2	2	2	9	1	2	2	2	2	1	2	2	1	2	2	9	1		1	4	IVR	1	2	560	5	5	1	5	2	5	4	5	5	1	1	4	1	1	1	5	2	1	1	5	WAKE
5495	2020-04-19	1	1	1.43663	4	62	1	2	9	0		2		0	2	2	2	2	2	4	1	2	2	2	2	2	2	1	1	1	2	9	1		1	3	IVR	2	1	560	1	3	2			2		4										1	5	1	WAKE
5496	2020-04-19	2		0.591749	3	58	1	4	1	0		1	1	0	1	2	2	2	2	9	1	2	2	1	1	1	2	1	1	1	3	1	1		1	4	IVR	2																							
5497	2020-04-19	1	1	0.312931	2	68	2	2	9	4	4	2																	0	1	2	9	3	3			IVR	2	1	560	1	5	2	3	3	4	1	3	2	4	2	4	2	1	1	1	3	1	5	4	NASH
5498	2020-04-19	1	1	0.442944	2	72	1	2	0	0		1		0	2	2	2	2	2	8	1	2	9	1	1	2	2	1	1	1	2	9	1		1	4	IVR	2	1	567	5	5	1	3	5	1	4	2	4	2	2	3	2	1	1	5	4	1	1	5	BUNCOMBE
5499	2020-04-19	1	1	0.430899	2	72	1	5	1	3	3	2	1	0	1	2	2	2	2	9	1	2	2	2	2	2	2	2	1	2	3	1	2	2	1	4	IVR	2	2	545	5	5	1	3	2	4	2	2	4	4	3	3	3	1	1	5	2	1	1	4	GREENE
5500	2020-04-19	1	1	0.558136	4	76	1	1	0	0		2		0	2	2	2	2	2	9	1	2	2	2	3	2	2	2	1	2	2	9	1		1	4	IVR	2	2	517	5	4	1	3	3	3	2	2	3	1	1	4	1	1	2	5	3	1	1	5	MECKLENBURG
5501	2020-04-19	2		0.255102	4	70	1	2	9	1	1	2		0	1	1	1	1	1	9	1	2	2	2	1	1	2	1	1	1	2	9	2	2	1	4	IVR	2																							
4286	2020-04-19	1	1	0.532681	2	65	1	3	1	1	1	2	2	0	2	2	2	2	2	9	1	2	9	2	1	2	2	2	1	2	2	1	2	2	1	4	IVR	1	2	560	5	5	3	3	2	4	3	2	4	4	3	3	3	1	1	5	4	1	1	3	NASH
5502	2020-04-19	1	1	0.248165	3	69	1						0																0	2							IVR	2	2	560	5	5	1	5	3	4	3	4	5	1	1	4	1	1	1	5	4	1	1	4	CUMBERLAND
5503	2020-04-19	1	1	0.206359	4	75	1	2	9	2	0	2		0	1	2	2	2	2	3	1	2	2	2	2	1	2	1	1	1	2	9	2	1	1	2	IVR	2	1	567	4	2	1			3		3										1	3	4	TRANSYLVANIA
5504	2020-04-19	1	1	0.430899	3	72	1	1	9																				0	9	2	9					IVR	2	4	544	5	3	1	3	3	2	2	1	3	3	2	3	3	1	1	5	3	1	1	5	HERTFORD
5505	2020-04-19	1	1	0.82102	3	48	2	6	3	0		1	2	0	2	2	2	2	2	5	1	2	2	2	1	1	2	1	1	1	3	3	1		1	3	IVR	2	1	560	1	5	2	3	2	4	1	5	1	4	1	2	3	1	1	1	3	1	4	1	LEE
5506	2020-04-19	1	1	0.543355	3	81	2	2	9	1																			0	1	2	9	2				IVR	2	1	545	5	5	1	3	1	4	2	3	2	5	2	2	3	1	1	2	2	1	2	5	BEAUFORT
5507	2020-04-19	2		0.532681	2	87	1	2	0	1	0	1		0	2	2				5	1	2	9	2	2	2	2	2	1	2	2	9	2	1	1	3	IVR	2																							
5508	2020-04-19	1	1	0.651097	3	51	1	5	2	0		2	2	0	1	2	1	2	1	9	1	2	2	2	1	1	1		1	4	3	2	1		1	4	IVR	2	4	560	5	5	3	3	4	2	4	5	5	2	2	3	2	1	2	5	4	2	1	1	DURHAM
5509	2020-04-19	1	1	0.671699	3	76	2	2	0	0		2		0	2	2	2	2	2	9	1	2	2	2	2	2	2	1	2	1	2	9	1		1	4	IVR	2	1	560	1	5	3	3	1	5	2	1	1	5	1	2	4	1	1	4	2	1	5	5	PERSON
5510	2020-04-19	1	1	0.484126	2	77	1	2	9	3	3	2								9	1	2	2	2	1	2	2	1	1	1	2	9	2	2		4	IVR	2	1	518	5	5	1	3	2	4	2	2	4	4	3	3	2	1	1	3	2	1	1	5	GUILFORD
2129	2020-04-19	1	1	0.442944	2	83	1	2	9	0		2		0	2														0	1	2	9	1		1		IVR	1	1	550	4	5	2	3	1	4	1	1	2	4	2	2	3	1	1	4	1	1	3	5	COLUMBUS
5511	2020-04-19	1	1	0.442944	4	73	1	2	9	5	4	2		0	2	1				9	1	2	2	1	1	2	2	1	1	1	2	9	3	3	1	4	IVR	2	1	550	5	5	1	3	5	2	4	2	5	2	2	4	2	1	1	5	4	1	1	5	BRUNSWICK
5512	2020-04-19	1	1	3.03777	4	38	2						0																0	1							IVR	2	1	560	1	3	2		3	2	2	2	2	2		3					3	1	5	1	FRANKLIN
5513	2020-04-19	1	1	0.593873	3	77	2	2	9	2	1	2		1	1	1				9	1	2	2	1	1	2	2	1	0	1	2	9	2	2	2	4	IVR	2	1	518	1	5	2	3	1	4	1	3	1	4	1	3	3	1	1	1	2	1	5	5	GUILFORD
220	2020-04-19	1	1	0.267293	3	92	1	1	9	2	2	2		2	2	2	2	2	2	3	1	2	2	2	1	1	2	1	1	1	2	9	2	2	2	2	IVR	1	1	517	5	5	1	3	4	4	4	2	4	3	2	3	3	1	1	5	2	1	1	5	AVERY
4078	2020-04-19	1	1	0.703798	3	67	2	1	9	0		2		0	2	2	2	2	2	6	1	2	9	2	1	2	2	1	1	1	2	9	1		1	3	IVR	1	1	517	1	5	3	3	2	4	1	1	1	4	1	2	4	1	1	2	4	1	4	4	ALEXANDER
797	2020-04-19	1	1	0.836862	4	52	2	4	1	9	4	1	1	9	1	1	1	2	1	9	2	2	2	3	2	1	2	9	1	9	3	1	4	3	4	4	IVR	1	1	517	1	5	2	1	1	5	1	5	1	5	1	2	2	1	1	1	1	2	5	1	UNION
989	2020-04-19	1	1	0.860254	3	56	2	4	0	1	1	2		3															0	1	3	9	2	2	2		IVR	1	1	517	1	5	2	2	3	4	1	5	1	3	1	3	2	1	1	1	2	1	5	1	MECKLENBURG
5514	2020-04-19	1	1	0.68466	2	79	2	3	9	9	0	2		0	1				1	9	1	2	9	1	1	2	2	2	1	2	2	9	4	1	1	4	IVR	2	2	517	5	5	1	3	3	3	3	2	3	3	2	3	3	1	1	5	2	1	1	5	GASTON
4414	2020-04-19	1	1	0.327885	4	70	2	2	9	0		2		0	1	2	2	2	2	9	1	2	9	2	1	1	2	1	1	1	2	9	1		1	4	IVR	1	1	517	5	5	1	3	5	2	4	4	5	2	2	4	2	1	1	5	5	1	1	4	MECKLENBURG
5515	2020-04-19	1	1	0.225545	4	68	1	2	9	0		2		0	1	2	2	2	2	4	1	2	2	1	1	1	2	1	1	1	2	9	1		1	3	IVR	2	1	518	5	5	3			3		4										1	2	3	GUILFORD
5516	2020-04-19	1	1	0.225545	3	78	1						0																0	1							IVR	2	1	518	1	5	3	3	2	4	1	3	2	4	1	4	2	1	1	1	2	1	5	5	GUILFORD
5517	2020-04-19	1	1	0.669297	2	57	1	2	9	0		1		0	1	2	2	2	2	9	1	2	9	1	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	560	5	5	1	3	5	1	3	4	5	2	2	3	2	1	1	5	5	2	1	1	WAKE
2394	2020-04-19	1	1	0.541411	4	49	1	4	9	0		2		0	1	2	2	2	2	9	1	2	9	2	1	1	2	1	0	1	3	9	1		1	4	IVR	1	1	544	4	5	3	5	2	4	1	5	1	4	1	1	4	1	1	3	2	1	2	1	GATES
5518	2020-04-19	1	1	0.318969	3	72	2	4	9	0		2		2	1	2	2	2	2	8	1	2	2	2	2	1	2	2	1	2	3	9	1		2	4	IVR	2	2	517	5	5	3	3	3	4	3	4	4	2	2	4	2	1	1	5	3	1	1	4	ROWAN
5519	2020-04-19	1	1	0.260024	4	77	1	2	1	0		2	2	0	2	2	2	2	2	9	1	2	2	2	1	1	2	2	1	2	2	1	1		1	4	IVR	2	2	517	5	5	1	3	4	4	4	3	5	2	2	4	2	1	1	5	3	1	1	5	MECKLENBURG
5520	2020-04-19	1	1	2.6858	3	44	2	5	2	5	1	1	2	0	1	2	2	2	2	9	1	2	1	2	1	2	2	1	1	1	3	2	3	2	1	4	IVR	2	1	518	1	5	2		3	4	1	3	2	3		3					2	1	5	1	WILKES
5521	2020-04-19	1	1	0.255102	2	92	1	5	9	5	6	1		9	2	1	1	1	1	6	1	1	2	2	1	1	2		1	1	3	9	3	3	4	3	IVR	2	1	560	3	5	1	3	2	4	1	4	2	2	1	4	1	1	1	2	1	1	3	5	DURHAM
5522	2020-04-19	1	1	0.327885	3	72	2	2	9	1	1	2		0	1					9	1	2	9	2	1	1	2	1	0	1	2	9	2	2	1	4	IVR	2	1	517	5	5	1	5	2	4	2	2	3	4	3	2	2	1	1	2	4	1	2	4	BURKE
3927	2020-04-19	1	1	1.02003	4	30	1	2	9	1	1	2		0	1	2	2	2	2	9	1	2	2	1	2	1	2	1	1	1	2	9	2	2	1	4	IVR	1	1	518	5	5	1	3	3	3	3	3	3	4	2	2	3	1	1	3	4	2	1	1	WILKES
5523	2020-04-19	1	1	0.573737	4	78	1	2	9	1	1	2		0	1														0	1	2	9	2	2	1		IVR	2	1	517	5	5	1	3	2	5	2	2	4	3	2	4	2	1	1	3	2	1	2	5	CLEVELAND
5524	2020-04-19	1	1	0.577724	2	89	2	4	9	0		2				2				1	1	2	9	1	9	2	2	2	1	2	3	9	1			2	IVR	2	1	518	1	5	2	2	1	5	1	3	1	4	1	4	2	1	1	1	1	1	5	5	GUILFORD
5525	2020-04-19	2		0.200747	3	73	1	4	1	2	2	2	2	0	1	2	2	2	2	9	1	9	2	1	1	1	2	2	1	2	3	1	2	2	1	4	IVR	2																							
5526	2020-04-19	1	1	1.43663	4	55	1	5	3	0		2	2	0	2	2	2	2	2	9	1	2	2	2	1	2	2	1	1	1	3	3	1		1	4	IVR	2	1	560	3	5	3	2	3	2	1	5	3	2	2	3	1	1	1	2	3	2	3	1	ORANGE
5527	2020-04-19	1	1	0.430899	3	79	1	1	9	9	9	9																	0	9	2	9	4	4			IVR	2	4	570	5	5	1	3	2	5	2	1	3	3	2	2	2	1	1	5	2	1	1	5	ROBESON
5528	2020-04-19	1	1	0.593873	2	73	2	2	1	5	2	2	2	5	1	1	1			5	1	2	2	2	2				0	1	2	1	3	2	3	3	IVR	2	1	518	2	3	3	3	2	2	1	1	1	5	1	3	2	1	1	3	2	1	4	4	DAVIDSON
5529	2020-04-19	1	1	0.541411	3	61	1	2	9	1	1	2		0	2	1	1	1	1	9	1	2	9	2	1	1	2	1	1	1	2	9	2	2	1	4	IVR	2	1	567	5	5	1	3	3	3	2	4	4	3	2	3	2	1	1	2	4	1	1	2	BUNCOMBE
5530	2020-04-19	1	1	2.68192	4	27	1	3	9	0		1																	0	1	2	9	1				IVR	2	1	560	5	5	3		4	1	4	4	4	2		3					3	2	1	1	DURHAM
5531	2020-04-19	1	1	1.43663	3	62	1	2	9	6	6	2		0	2	2	2	2	2	9	1	2	2	2	1	2	2	1	1	1	2	9	3	3	1	4	IVR	2	1	560	1	5	2	2	1	4	1	2	1	4	1	3	2	1	1	1	2	1	5	2	JOHNSTON
5532	2020-04-19	2		0.70128	3	62	1	4	9	0		1		0	1					9	1	2	9	2	1	1	2	1	2	1	3	9	1		1	4	IVR	2																							
382	2020-04-19	1	1	0.225545	3	80	1	2	9	0		2		0	1	2	2	2	2	9	1	2		1	1	1	2	1	1	1	2	9	1		1	4	IVR	1	1	518	5	5	1	3	3	4	2	2	5	2	2	5	1	1	1	2	3	1	2	5	GUILFORD
5533	2020-04-19	1	2	0.484126	4	70	1	1					0																0	1	2						IVR	2	1	518	3		3			4		2										1	3	3	
5534	2020-04-19	1	1	0.470961	2	82	1	3	9	3	3	2		3	3														0	2	2	9	2	2	2		IVR	2	2	518	5	5	1	5	3	4	2	2	4	2	2	4	2	1	1	5	2	1	1	4	FORSYTH
905	2020-04-19	1	1	1.42557	3	56	2	4	2	8	5	1	9	6	1	1	2	2	1	9	1	2	2	3	2	2	2	1	1	1	3	2	4	3	3	4	IVR	1	1	545	1	5	2	2	3	2	1	2	1	4	1	5	2	1	1	1	4	2	5	1	CRAVEN
531	2020-04-19	1	1	0.225545	2	72	1	2	9	1	1	2		1	2	2	2	2	2	9	1	9	2	1	1	1	2	1	1	1	2	9	2	2	2	4	IVR	1	1	518	1	5	2			3		3										1	4	4	GUILFORD
5535	2020-04-19	1	1	0.703798	3	68	2	2	9	5	3	1		4		2				7	1	2	9	2	2	2	2	1	2	1	2	9	3	2	3	4	IVR	2	1	517	1	5	2	3	1	4	1	1	1	5	1	1	4	1	1	1	2	1	5	3	ASHE
5536	2020-04-19	1	1	0.725892	2	51	2	4	1	0		2	2	0	1	2	2	2	2	6	1	2	9	1	1	1	2	1	1	1	3	1	1		1	3	IVR	2	1	518	1	5	2	2	4	1	1	5	2	4	2	3	2	1	1	1	4	1	5	1	GUILFORD
5537	2020-04-19	1	1	0.484126	1	70	1		9	2	2	2		0	2	1				9	1	2	2	2	1	2	2	1	1	1		9	2	2	1	4	IVR	2	1	518	2	5	3	3	2	4	1	1	3	3	2	3	2	1	1	3	3	1	3	4	STOKES
5538	2020-04-19	1	1	0.70128	3	54	1	4	1	2	2	1	2	0	1	1	2	2	2	9	1	2	9	3	1	1	2	1	1	1	3	1	2	2	1	4	IVR	2	1	517	1	5	2	3	1	4	1	5	1	3	1	4	2	1	1	1	1	2	5	1	CATAWBA
5539	2020-04-19	1	1	0.219412	3	77	1	9	9	5	5	1		0	2	2				6	1	2	2	3	2	1	2	2	1	2	4	9	3	3	1	3	IVR	2	2	518	5	5	1	3	3	5	4	5	5	1	1	4	1	1	1	5	3	1	1	5	FORSYTH
2866	2020-04-19	1	1	0.267293	4	72	1	2	9	2	2	2		0	1	1	2	2	2	8	1	2	9	2	2	1	2	1	1	1	2	9	2	2	1	4	IVR	1	1	517	5	5	1	3	4	3	4	3	4	4	3	1	4	1	1	5	4	1	1	5	ASHE
3462	2020-04-19	1	1	0.246255	4	68	2	2	9	9	9	1		0	1	2	2	1	2	9	1	2	2	3	2	1	1		1	4	2	9	4	4	1	4	IVR	1	1	567	1	5	3	2	2	5	1	4	2	4	1	2	4	1	1	1	4	1	4	4	MADISON
5540	2020-04-19	1	1	0.651097	4	51	1	2	9	9	0	2		2	1	2	2	2	2	9	1	2	1	2	1	1	2	2	2	2	2	9	4	1	2	4	IVR	2	2	560	5	4	1		3	2	3	3	3	2		4					3	1	1	1	WAKE
2531	2020-04-19	1	1	0.593873	3	68	2	1	9	2	1	2		1	2	2	2	2	2	5	1	2	2	2	1	2	2	1	1	1	2	9	2	2	2	3	IVR	1	1	518	1	5	2	2	1	4	1	2	1	5	1	1	4	1	1	1	2	1	5	3	RANDOLPH
5541	2020-04-19	1	1	0.664144	3	61	2	3	9	7	4	2		0	1	2	2	2	2	9	1	2	9	1	2	1	2	1	1	1	2	9	4	3	1	4	IVR	2	1	550	5	5	3	5	5	3	4	3	5	4	3	3	2	1	1	5	5	1	1	2	BRUNSWICK
5542	2020-04-19	1	1	0.591749	3	52	1	1	9	0		1		0	2	2	2	2	2	9	1	2	2		1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	518	1	5	2	2	2	5	1	5	2	2	1	4	2	1	1	1	2	1	5	1	GUILFORD
5543	2020-04-19	1	1	0.54757	4	72	1	2	0	9	4	1		0	1	9	9	9	9	9	1	2	9	1	1	2	2	1	1	1	2	9	4	3	1	4	IVR	2	1	560	1	5	2	2	2	4	1	2	1	4	1	3	3	1	1	2	2	1	5	4	EDGECOMBE
5544	2020-04-19	1	1	0.54757	1	67	1	4	9	0		2		0	1	2	2	2	2	9	1	1	2	1	1	2	2	1	1	1	3	9	1		1	4	IVR	2	1	560	2	5	3		4	3	1	3	2	3	2	3	2	1			3	1	2	3	DURHAM
5545	2020-04-19	2		1.39756	3	63	1	2	9	1	1	2		0	1					9	1	2	2	2	2	2	2	2	1	2	2	9	2	2	1	4	IVR	2																							
5546	2020-04-19	1	1	1.51574	4	62	2	3	3	5	9	1	2	5	2	2	2	2	2	9	1	2	2	2	2	2	2	2	2	2	2	3	3	4	3	4	IVR	2	2	518	5	5	1	3	2	3	2	2	3	4	2	1	4	1	1	5	3	1	1	2	CASWELL
5547	2020-04-19	2		1.7963	2	62	2	6	2	0		1	2	0	1	2	2	2	2	9	1	2	9	2	3	2	2	2	1	2	3	2	1		1	4	IVR	2																							
5548	2020-04-19	1	1	0.543355	3	85	2	2	9	2	1	2		0	1					9	1	2	9	2	1	2	2	1	2	1	2	9	2	2	1	4	IVR	2	1	545	5	5	1	3	2	3	1	1	1	5	1	4	3	1	1	5	2	1	3	5	WASHINGTON
2431	2020-04-19	1	1	1.27017	2	53	1	4	9	1	1	1		0	2	2	2	2	1	2	1	2	9	2	2	2	2	1	1	1	3	9	2	2	1	2	IVR	1	1	518	1	5	2	1	1	5	1	1	1	5	1	1	4	1	1	1	1	2	5	1	DAVIE
942	2020-04-19	1	1	0.725892	4	52	2	5	2	0		1	2	0	1	2	2	2	2	4	1	2	2	2	1	1	2	1	1	1	3	2	1		1	3	IVR	1	1	518	1	5	2	3	2	4	1	4	1	4	1	3	2	1	1	1	3	1	5	1	DAVIDSON
5549	2020-04-19	1	1	0.442944	3	73	1	5	2																				0	1	3	2					IVR	2	1	545	5	5	2	3	4	3	3	2	4	4	3	4	2	1	1	4	4	1	1	4	CRAVEN
5550	2020-04-19	1	1	0.669297	1	62	1	2	9	1	1	1		0	1					9	1	2	1	3	1	1	2	1	1	1	2	9	2	2	1	4	IVR	2	1	560	5	5	1	3	5	4	4	5	5	2	2	4	1	1	1	5	5	1	1	2	DURHAM
5551	2020-04-19	1	1	0.200747	1	67	1	1	9	1	1	2		1	2	2	2	2	2	5	1	2	2	1	2	1	2	2	1	2	2	9	2	2	2	3	IVR	2	2	550	5	4	1	3	4	4	3	2	5	2	2	4	2	1	1	5	4	1	1	4	NEW HANOVER
5552	2020-04-19	1	1	0.430899	2	84	1	2	9	3	0	2		0	2					9	2	2	2	1	1	2	2	2	1	2	2	9	2	1	1	4	IVR	2	2	550	5	4	1	3	3	3	2	2	3	2	1	3	2	1	1	5	2	1	1	4	BLADEN
5553	2020-04-19	2		1.42557	4	54	2	3	0	3	3	2		0	1	2	2	2	2	9	1	2	2	2	1	2	2	1	2	1	2	9	2	2	1	4	IVR	2																							
5554	2020-04-19	1	1	0.206359	4	73	1	2	9	4	4	2		0	1	1				9	1	1	2	2	1	1	2	1	1	1	2	9	3	3	1	4	IVR	2	1	550	1	5	3	3	1	4	1	2	1	5	1	3	4	1	1	2	2	1	5	4	COLUMBUS
5555	2020-04-19	1	1	0.484126	3	84	1	2	0	1	1	2		1	1	2	2	2	3	9	1	2	3	3	2	2	2	1	1	1	2	9	2	2	2	4	IVR	2	1	518	5	5	1	3	2	5	2	1	4	4	3	2	3	1	1	4	1	1	1	5	FORSYTH
5556	2020-04-19	1	1	1.7963	2	61	2	2	9	2	4	1		9	1	2	2	2	2	3	1	2	9	1	1	2	2	2	1	2	2	9	2	3	4	2	IVR	2	2	517	5	5	1		3	3	2	2	3	3	2	3	2	1	1	5	3	1	1	2	GASTON
5557	2020-04-19	1	1	3.18294	4	43	2						0																0	1							IVR	2	1	517	4	5	3		3	3	2	3	3	2		3					3	1	2	1	CABARRUS
5558	2020-04-19	1	1	0.267293	3	74	1	2	0	1	1	2		0	2	1	2	2	2	9	1	2	2	2	1	1	2	1	1	1	2	9	2	2	1	4	IVR	2	1	517	1	5	2	2	2	4	1	5	1	2	1	3	2	1	1	1	2	2	5	4	AVERY
5559	2020-04-19	1	1	0.304422	3	85	2	2	9	2	2	2		0	1	1	2	3		9	1	2	2	2	2	1	2	9	1	9	2	9	2	2	1	4	IVR	2	1	560	5	5	1	5	5	3	4	5	5	2	2	4	2	1	1	5	3	2	1	5	WAKE
5560	2020-04-19	1	1	0.327885	4	81	2	2	9	0		2		0	1					2	1	2	9	1	1	1	2	1	1	1	2	9	1		1	2	IVR	2	1	517	4	5	3	3	5	3	3	4	5	2	2	4	1	1	1	5	3	1	2	5	MECKLENBURG
2457	2020-04-19	1	1	1.27017	4	59	1	3	9	0		1		5	1	2	1	2	2	9	1	2	2	2	2	2	2	1	1	1	2	9	1		3	4	IVR	1	1	518	4	5	1	4	1	5	1	1	1	5	1	1	4	2	1	2	2	1	3	1	SURRY
5561	2020-04-19	2		4.95128	4	19	1	4	1	0		2	2	1	1	2	2	2	2	7	1	2	2	1	1	2	1		2	4	3	1	1		2	4	IVR	2																							
5562	2020-04-19	1	1	1.3868	2	64	2	1	9	2	2	9		0	2	2	2	2	2	9	1	2	9	2	2	2	2	2	2	2	2	9	2	2	1	4	IVR	2	2	545	5	5	1	3	3	3	2	1	4	3	2	3	3	2	1	5	4	1	1	4	BEAUFORT
5563	2020-04-19	2		0.653434	4	66	2	3	9	1	1	2		1	2	2	2	2	2	8	1	2	9	2	9	2	2	9	2	9	2	9	2	2	2	4	IVR	2																							
5564	2020-04-19	1	1	1.16213	4	52	1	6	9	6	0	1																	0	1	3	9	3	1			IVR	2	1	545	1	5	2	2	2	4	1	2	1	5	1	2	4	1	1	4	2	1	5	1	HYDE
642	2020-04-19	1	1	0.225545	3	74	1	2	9	3	3	2		0	1	2	2	2	2	9	1	2	2	2	1	1	2	1	1	1	2	9	2	2	1	4	IVR	1	1	518	5	5	1	3	4	3	2	5	4	3	2	3	2	1	1	3	3	1	1	4	FORSYTH
5565	2020-04-19	1	1	0.267293	4	65	1	2	9	3	1	1		1	1	9	9	9	9	6	1	2	2	2	1	1	2	1	0	1	2	9	2	2	2	3	IVR	2	1	517	1	5	2	2	4	3	1	5	2	2	1	4	1	1	1	1	2	2	5	3	MECKLENBURG
5566	2020-04-19	1	1	0.573737	3	84	1	1	9	1	0	9		4	2	1	2	2	1	4	1	2	2	3	2	2	2	1	1	1	2	9	2	1	3	3	IVR	2	1	517	5	5	1	4	3	4	3	4	5	4	3	4	2	1	1	5	2	1	1	5	MECKLENBURG
5567	2020-04-19	1	2	1.55811	2	49	2	2	1	1	1	2	2	0	2	2	2	2	1	8	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	4	IVR	2	1	518	3		3		2	2	2	2	1	5	1	3	2	1	1	1	2	1	4	1	
5568	2020-04-19	1	1	0.255102	4	79	1	2	9	0		2		0	1	1	2	2	2	3	1	2	2	2	2	1	2	1	2	1	2	9	1		1	2	IVR	2	1	560	5	5	1	5	4	3	4	5	5	2	2	4	1	1	1	5	5	1	1	5	ORANGE
5569	2020-04-19	1	1	2.45733	4	44	2	3	1	0		1	2	0	1	2	2	2	2	9	1	2	2	2	2	2	2	1	2	1	2	1	1		1	4	IVR	2	1	567	2	5	3	5	3	2	2	1	2	4	2	2	4	1	1	2	4	2	4	1	TRANSYLVANIA
5570	2020-04-19	2		0.442944	3	70	1	2	0	0		9		0	2	3	3	3	3	7	2	2	2	2	9	2	2	1	2	1	2	9	1		1	4	IVR	2																							
5571	2020-04-19	1	1	0.703798	3	66	2	2	9	6	4	2		0	1	2	2	2	2										0	1	2	9	3	3	1		IVR	2	1	517	1	5	3	3	2	3	2	2	1	5	1	2	3	1	1	3	4	1	5	3	UNION
5572	2020-04-19	1	1	0.312931	3	72	2	4	1																				0	1	3	1					IVR	2	1	560	5	5	3	3	5	1	2	3	4	4	3	4	2	1	1	3	4	1	1	4	WAKE
794	2020-04-19	1	1	0.255102	4	88	1	1	9	3	3	2		0	2	2	2	2	1	3	1	2	2	2	2	1	2	1	1	1	2	9	2	2	1	2	IVR	1	1	560	5	5	1	4	2	3	2	2	5	2	1	4	2	1	1	5	1	1	1	5	WAKE
